Img Consulta 	 Img Detectada 	 Matches 	 Tiempo
Ahri_0.jpg 	 Ahri_0 	 202 	 0.2692551612854004
Garen_24.jpg 	 Garen_24 	 180 	 0.4931318759918213
Gnar_4.jpg 	 Gnar_4 	 149 	 0.7271633148193359
Gragas_10.jpg 	 Gragas_10 	 65 	 36.665892601013184
Graves_7.jpg 	 Graves_7 	 94 	 35.99736762046814
Hecarim_14.jpg 	 Hecarim_14 	 179 	 1.4718749523162842
Irelia_15.jpg 	 Irelia_15 	 128 	 1.6904125213623047
Ivern_11.jpg 	 Ivern_11 	 6 	 35.55819487571716
Janna_8.jpg 	 Janna_8 	 69 	 35.542128562927246
JarvanIV_21.jpg 	 JarvanIV_21 	 112 	 2.41349196434021
Kaisa_0.jpg 	 Kaisa_0 	 58 	 35.60867476463318
Kaisa_1.jpg 	 Kaisa_1 	 134 	 2.8582394123077393
Kaisa_14.jpg 	 Kaisa_14 	 37 	 35.57799577713013
Kaisa_15.jpg 	 Kaisa_15 	 102 	 3.3185298442840576
Kaisa_16.jpg 	 Irelia_15 	 118 	 1.695439338684082
Katarina_4.jpg 	 Katarina_4 	 7 	 35.965017795562744
Kayle_15.jpg 	 Kayle_15 	 45 	 35.42860698699951
Leblanc_2.jpg 	 Leblanc_2 	 117 	 4.18400239944458
Nocturne_3.jpg 	 Nocturne_3 	 41 	 34.899001598358154
Rammus_6.jpg 	 Rammus_6 	 49 	 35.75745868682861
Seraphine_4.jpg 	 Seraphine_4 	 110 	 4.973217725753784
Shen_5.jpg 	 Shen_5 	 116 	 5.246286630630493
Shyvana_0.jpg 	 Shyvana_0 	 287 	 5.5792622566223145
Singed_7.jpg 	 Singed_7 	 226 	 6.265119552612305
Sion_5.jpg 	 Sion_5 	 63 	 35.54453444480896
Sivir_10.jpg 	 Sivir_10 	 165 	 6.1649558544158936
Sylas_14.jpg 	 Sylas_14 	 226 	 6.414698600769043
Syndra_7.jpg 	 Syndra_7 	 130 	 6.658300399780273
Taliyah_0.jpg 	 Taliyah_0 	 105 	 6.881844758987427
